Full name,Category,Link,Profile keywords,Full bio,Star rating,Number of reviews,Cameo video price,Cameo chat price,Response times (hours),Tags,FF Full name,FF Profile keywords,FF Celebrity rating,FF Main category rating,"Wikipedia Traffic
(Avg. daily)",Cost Effectiveness METRIC,Cost Effectiveness RANK,Catergory_Actors,Catergory_Artists,Catergory_Athletes,Catergory_Business People,Catergory_Chefs,Catergory_Comedians,Catergory_Models,Catergory_Musicians,Catergory_Personalities,Catergory_Public Figures,Catergory_Writers
Casey Biggs,Actors,https://www.cameo.com/caseybiggs,Actor - Star Trek,Star Trek? Paso Wine Man? Alamo fan? Click it and let’s get to it!! Cheers!,5.0,16,40.0,2.99,35.80,#Actors,Casey Biggs,Actor,39963.0,9294,217,0.626,"2,295",1,0,0,0,0,0,0,0,0,0,0
Frank Trigg,Athletes,https://www.cameo.com/franktrigg,UFC Fighter Hall of Fame - TV and Radio Host,•ACTOR🎥 •STUNT PERFORMER •@UFC Hall Of Fame 2015 •COMMAND MMA Referee &Judge •Color Commentator •TV/ Radio Host @jilldextertrigg Jill@franktrigg.com,5.0,4,40.0,2.99,26.26,"#Actors, #Athletes, #Fighters, #More, #Radio, #TV, #TV Hosts, #UFC",Frank Trigg,Martial,39963.0,532,182,0.626,"2,295",0,0,1,0,0,0,0,0,0,0,0
Matt Davidson,Athletes,https://www.cameo.com/mattdavidson24,MLB - Texas Rangers,,5.0,3,20.0,2.99,31.65,"#Athletes, #Baseball, #Basketball, #Texas Rangers",Matt Davidson (baseball),Baseball,79980.0,1320,255,0.625,"2,297",0,0,1,0,0,0,0,0,0,0,0
Alex Gray,Athletes,https://www.cameo.com/alexgraysurf,Surfer,,5.0,4,20.0,2.99,40.13,"#Athletes, #Surfers",Alex Gray (rugby union),NFL,79980.0,2845,38,0.625,"2,297",0,0,1,0,0,0,0,0,0,0,0
Tanner Gentry,Athletes,https://www.cameo.com/tanner_gentry_4,NFL - Chicago Bears,Husband to @kaytlyn_gentry. New York Guardians WR.,5.0,13,20.0,2.99,153.08,"#Athletes, #Football",Tanner Gentry,NFL,79980.0,2845,14,0.625,"2,297",0,0,1,0,0,0,0,0,0,0,0
Marsha Warfield,Actors,https://www.cameo.com/marshawarfield,Comedian / Actor - Night Court,"Hi! It's Marsha aka Roz Russell, aka Dr. Maxine Douglas, aka Roberta Davies, aka Richard Pryor's makeout partner! I'm also your mother's favorite comedienne & founding prophet of the #ChurchofShesus!",5.0,2,69.0,3.99,29.78,"#Actors, #Comedians, #Comedy, #More, #TV Hosts",Marsha Warfield,Actor,23184.0,6593,598,0.625,"2,300",1,0,0,0,0,0,0,0,0,0,0
Marshall Williams,Public Figures,https://www.cameo.com/itsmarshallw,Actor - Writer - Musician,How to Build a Better Boy. Glee. When Hope Calls. @itsmarshallw,5.0,5,35.0,3.99,99.32,"#Actors, #More, #Musicians, #Writers",Marshall Williams,Public Figure,45735.0,8998,293,0.625,"2,301",0,0,0,0,0,0,0,0,0,1,0
Genie Francis,Actors,https://www.cameo.com/geniefrancis,Actor - General Hospital,,4.92,36,125.0,2.99,125.46,"#Actors, #Soap Operas, #TV",Genie Francis,Actor,12813.0,4346,783,0.624,"2,302",1,0,0,0,0,0,0,0,0,0,0
Katie Rose,Public Figures,https://www.cameo.com/xkatherinerose,YouTube Star,YouTube: Katherine Rose IG: xkatherinerose 💕,3.33,3,15.0,2.99,91.96,"#Personalities, #Youtube",Katie Rose Clarke,Public Figure,106811.0,19877,47,0.624,"2,303",0,0,0,0,0,0,0,0,0,1,0
Brandon Powell,Athletes,https://www.cameo.com/brandonpowell10,NFL - Atlanta Falcons,"•Deerfield Beach, Florida •Gator alum 🐊 •WR for The Detroit Lions 10 For business inquiries: ostrow@proplayersports.com",5.0,3,15.0,2.99,97.00,"#Athletes, #Detroit Lions, #Football",Brandon Powell,NFL,106811.0,3926,23,0.624,"2,303",0,0,1,0,0,0,0,0,0,0,0
Jack Cichy,Athletes,https://www.cameo.com/jackcichy,NFL - Tampa Bay Buccaneers,"Somerset, WI > Madison, WI > Tampa, FL",5.0,9,15.0,2.99,142.71,"#Athletes, #Football, #Tampa Bay Buccaneers",Jack Cichy,NFL,106811.0,3926,27,0.624,"2,303",0,0,1,0,0,0,0,0,0,0,0
Robert Gant,Actors,https://www.cameo.com/robertgant,Actor,"Hey Guys! Excited to connect with you all here. If you enjoyed “Queer as Folk,” “Supergirl,” “Thirteen Reasons Why,” or any of the other projects I’ve been fortunate enough to be a part of, let’s put together an awesome shout out video for someone in your life. Looking forward to it!",5.0,6,60.0,9.99,85.83,"#Actors, #Comic-Con, #Personalities",Robert Gant,Actor,26714.0,7252,314,0.624,"2,306",1,0,0,0,0,0,0,0,0,0,0
Sheila McCarthy,Actors,https://www.cameo.com/sheilamccarthy,Actress,"Hi! I’m a Canadian actress whose played a ton of fun parts. Sam in DIE HARD 2, Judith in THE DAY AFTER TOMORROW, AMEESHA in STAR TREK and AGNES in UMBRELLA ACADEMY. I love talking to people!",5.0,2,40.0,2.99,26.89,"#Actors, #Comedy, #Drama, #Movies, #Netflix, #TV, #Umbrella Academy",Sheila McCarthy,Actor,40129.0,9326,1622,0.623,"2,307",1,0,0,0,0,0,0,0,0,0,0
Carolyn Hennesy,Actors,https://www.cameo.com/chennesy,Actress - Author,"Actress, Author, Animal Advocate, Trapeze Artist. Just a chick tryin’ to get by!",5.0,8,40.0,5.99,43.69,"#Actors, #Authors, #More",Carolyn Hennesy,Actor,40129.0,9326,313,0.623,"2,307",1,0,0,0,0,0,0,0,0,0,0
Lady Leshurr,Musicians,https://www.cameo.com/ladyleshurr,British Rapper,"Awarded a British Empire Medal from the Queen, preparing for Dancing On Ice, and performing alongside Nicki Minaj - Lady Leshurr is known for hits such as her Queen’s Speech series & TV personality.",5.0,5,85.0,3.99,122.87,"#Musicians, #Rappers",Lady Leshurr,Musician,18885.0,2086,371,0.623,"2,309",0,0,0,0,0,0,0,1,0,0,0
Tessa Bonhomme,Athletes,https://www.cameo.com/tessab25,Sports Reporter - TSN,Former Olympic Hockey Gold Medalist turned Sportscentre anchor for TSN,5.0,7,30.0,2.99,97.01,"#Athletes, #Hockey, #Hockey Olympians, #Olympics, #Sports Reporters",Tessa Bonhomme,Ice,53547.0,475,57,0.623,"2,310",0,0,1,0,0,0,0,0,0,0,0
Heidi Watney,Public Figures,https://www.cameo.com/heidiwatney,Host & Sportscaster,"I’m a TV Sports host/reporter at MLB Network, and previously with NESN as the Red Sox reporter. My little brother was born with Prader-Willie Syndrome so I’m donating money from this to PWS charities.",5.0,24,50.0,2.99,15.16,"#Athletes, #Baseball, #Boston Red Sox, #Commentators, #More, #Sports Reporters, #TV Hosts, #Women in Sports",Heidi Watney,Public Figure,32152.0,6190,407,0.622,"2,311",0,0,0,0,0,0,0,0,0,1,0
Rick Nielsen,Musicians,https://www.cameo.com/cheaptrickrick,Musician - Cheap Trick,,4.99,102,100.0,2.99,22.15,"#Guitarists, #Musicians, #Rock Music, #Singer/Songwriter",Rick Nielsen,Musician,16079.0,1722,413,0.622,"2,312",0,0,0,0,0,0,0,1,0,0,0
Richard Brancatisano,Public Figures,https://www.cameo.com/richiebranco,Australian Actor and Musician,Hey guys!! Super excited to be on this!!:) hit me up!!:),5.0,4,35.0,2.99,7.79,"#Actors, #Musicians, #Power Rangers, #TV",Richard Brancatisano,Public Figure,45940.0,9033,128,0.622,"2,312",0,0,0,0,0,0,0,0,0,1,0
Adnan Virk,Public Figures,https://www.cameo.com/adnansvirk,TV Host,Baseball/Boxing host for DAZN. Co-Host of the GM Shuffle on apple podcasts. Emmy winner for the Oscars: All Access,5.0,9,35.0,2.99,30.45,"#Athletes, #Baseball, #Boxing, #More, #TV Hosts",Adnan Virk,Public Figure,45940.0,9033,194,0.622,"2,312",0,0,0,0,0,0,0,0,0,1,0
Sarah Moras,Athletes,https://www.cameo.com/thesarahcheesecake,,UFC Bantamweight fighter. Canadian! Loves cheesecake. Use code: MORAS15 for 15% off at www.combatsportsclinic.net,5.0,1,25.0,2.99,109.87,"#Athletes, #Personalities, #Extreme Sports, #Fitness, #Influencers, #UFC",Sarah Moras,Martial,64327.0,817,54,0.622,"2,315",0,0,1,0,0,0,0,0,0,0,0
Aaron Williams,Athletes,https://www.cameo.com/adub23,NFL - Buffalo Bills,,5.0,18,25.0,2.99,94.94,"#Athletes, #Buffalo Bills, #Football, #NCAA, #University of texas",Aaron Williams (American football),NFL,64327.0,2250,33,0.622,"2,315",0,0,1,0,0,0,0,0,0,0,0
Myles Pollard,Actors,https://www.cameo.com/mylespollard,Australian Actor,"Actor, Director, Producer, Writer.",4.97,32,25.0,2.99,63.76,"#Actors, #Comic-Con, #Personalities, #Film, #Home And Away, #Marvel, #McLeod's Daughters, #Packed to the Rafters, #Soap Operas, #TV, #Underbelly",Myles Pollard,Actor,64327.0,12276,249,0.622,"2,315",1,0,0,0,0,0,0,0,0,0,0
Veda Scott,Athletes,https://www.cameo.com/veda.scott,Pro Wrestler,pro wrestler/announcer/some other things,5.0,9,25.0,0.99,51.42,"#Athletes, #Pro Wrestlers, #Wrestlers",Veda Scott,Professional,64327.0,928,424,0.622,"2,315",0,0,1,0,0,0,0,0,0,0,0
Billy Flynn,Public Figures,https://www.cameo.com/inlikebillyflynn,Soap Opera Star - Days of our Lives,Actor/professional cat dad.,4.95,22,40.0,2.99,63.09,"#Actors, #Days of Our Lives, #Movies, #Soap Operas, #TV",Billy Flynn (actor),Public Figure,40304.0,7885,108,0.62,"2,319",0,0,0,0,0,0,0,0,0,1,0
Tanya Chisholm,Public Figures,https://www.cameo.com/tancandy,Actress - Nickelodeon’s Big Time Rush,"Tanya Chisholm is an actress who starred in Nickelodeon’s Big Time Rush as Kelly Wainwright, High School Musical 2 as a Sharpette, Legally Blondes, Veronica Mars, Cold Case and many other films + episodically.",5.0,4,29.0,2.99,79.22,"#Actors, #TV",Tanya Chisholm,Public Figure,55627.0,10939,138,0.62,"2,320",0,0,0,0,0,0,0,0,0,1,0
MC Frontalot,Musicians,https://www.cameo.com/mc_frontalot,Rapper,"The world's 579th-greatest rapper. I will goof around on my phone camera briefly, if you like! I will probably not include any raps. I have to charge way more for those.",5.0,10,20.0,2.99,81.04,"#Hip Hop, #Musicians",MC Frontalot,Musician,80725.0,9704,61,0.619,"2,321",0,0,0,0,0,0,0,1,0,0,0
Marco Fabian,Athletes,https://www.cameo.com/mfabian10,Footballer - FC Juárez,"Hola soy su amigo Marco Fabian jugador de la selección mexicana medallista olímpico 2012 mundial Brasil 2014 y Rusia 2018 equipos Chivas, cruzazul, Eintracht Frankfurt, Philadelphia, al Sadd, Juárez!",5.0,2,65.0,1.99,26.77,"#Athletes, #En Español, #More, #Soccer",Marco Fabián,Football,24840.0,1552,450,0.619,"2,322",0,0,1,0,0,0,0,0,0,0,0
Valentin Chmerkovskiy,Public Figures,https://www.cameo.com/valentin,Dancer - Dancing with the Stars,"Hello world! If you want the perfect message for a loved one or a not so loved one hit me up I am at your service haha. Let’s have fun, be creative, and make people’s days!!",5.0,33,245.0,2.99,162.66,"#Dancers, #Dancing with the Stars, #Featured, #More, #Reality TV",Valentin Chmerkovskiy,Public Figure,6599.0,986,363,0.619,"2,323",0,0,0,0,0,0,0,0,0,1,0
Kenny Albert,Public Figures,https://www.cameo.com/kennyalbert,Sportscaster,The only sportscaster in history who currently does the play-by-play for all four major professional sports leagues in the United States and Canada.,5.0,18,50.0,4.99,90.52,"#Athletes, #Commentators, #More, #Radio, #Sports Reporters",Kenny Albert,Public Figure,32341.0,6229,271,0.618,"2,324",0,0,0,0,0,0,0,0,0,1,0
Joseph Morgan,Actors,https://www.cameo.com/therealjosephmorgan,"Actor - Vampire Diaries, The Originals",Hybrid. Epsilon. Rider of chariots. Howler at the moon.,5.0,129,450.0,0.0,57.30,"#Actors, #Comic-Con, #Personalities, #CW, #Sci-Fi, #The Vampire Diaries, #TV",Joseph Morgan (actor),Actor,3597.0,1639,2928,0.618,"2,325",1,0,0,0,0,0,0,0,0,0,0
Joseph Fauria,Athletes,https://www.cameo.com/bigjoe,Former NFL Player - New England Patriots,Get a Big Cameo from me...heh,4.56,9,25.0,2.99,164.98,"#Athletes, #Football",Joseph Fauria,NFL,64792.0,2268,34,0.617,"2,326",0,0,1,0,0,0,0,0,0,0,0
Katie Barberi,Actors,https://www.cameo.com/katiebarberi,Actress - Telenovelas,"Hey everybody! I’m Katie - bilingual TV Star of over twenty telenovelas like Eva La Trailera and Por Tu Amor, and Shoe Obsessed Wannabe Witch “Ursula” on Nickelodeon’s Every Witch Way - can’t wait to hear from you on Cameo! XO / Hola a todos! Soy Katie, actriz de telenovelas como Bella Calamidades y Alguna Vez Tendremos Alas, y también intérprete de la Bruja en entrenamiento obsesionada con zapatos “Ursula” en Grachi de Nickelodeon LatinoAmerica - Que emoción mandarles un saludito por Cameo! Aca los espero - besos a todos! :-)",5.0,7,25.0,2.99,43.62,"#Actors, #En Español, #More",Katie Barberi,Actor,64792.0,12308,72,0.617,"2,326",1,0,0,0,0,0,0,0,0,0,0
Rachel True,Public Figures,https://www.cameo.com/racheltrue,Actress - The Craft,"Hey, if it’s me actress, writer, Time Lord, Rachel True. If you’ve seen my IG @trueracheltrue y’know I can babble 😊 #RACHELTRUE #ACTRESS #THECRAFT #HALFBAKED #HALFANDHALF Mini #tarot readings too!",5.0,7,110.0,4.99,100.26,#Actors,Rachel True,Public Figure,14735.0,2602,488,0.617,"2,328",0,0,0,0,0,0,0,0,0,1,0
Brann Dailor,Musicians,https://www.cameo.com/mastobrann,Drummer - Mastodon,,5.0,68,49.0,2.99,84.62,"#Drummers, #Metal, #Musicians, #Singer/Songwriter",Brann Dailor,Musician,33093.0,3796,242,0.617,"2,329",0,0,0,0,0,0,0,1,0,0,0
Joivan Wade,Public Figures,https://www.cameo.com/joivanwade,Actor - Doom Patrol,,5.0,6,55.0,2.99,36.68,"#Actors, #BBC, #British, #Comic-Con, #Personalities, #DC, #Movies, #Sci-Fi, #TV",Joivan Wade,Public Figure,29499.0,5619,504,0.616,"2,330",0,0,0,0,0,0,0,0,0,1,0
Megan Olivi,Public Figures,https://www.cameo.com/meganolivi,Sports Broadcaster - UFC,Hey guys! I’m sports broadcaster Megan Olivi and I hope to give you a shoutout soon!,4.96,24,55.0,2.99,95.07,"#Athletes, #Commentators, #More, #Sports Reporters, #UFC, #Women in Sports",Megan Olivi,Public Figure,29499.0,5619,610,0.616,"2,330",0,0,0,0,0,0,0,0,0,1,0
Omar Akram,Musicians,https://www.cameo.com/omarakram,Musician - Grammy Award Winning Recording Artist,Grammy Award Winner - Recording Artist - Composer - Pianist - Entrepreneur,5.0,3,15.0,2.99,110.86,"#Musicians, #Singer/Songwriter",Omar Akram,Musician,108243.0,12924,31,0.616,"2,332",0,0,0,0,0,0,0,1,0,0,0
Gigi Edgley,Actors,https://www.cameo.com/gigiedgley,,"Gigi Edgley is an internationally renowned actress and singer. Edgley has starred in countless film & television series including Farscape, Jim Henson's Creature Shop Challenge & Rescue Special Ops.",5.0,10,40.0,2.99,34.22,"#Comic-Con, #Personalities",Gigi Edgley,Actor,40600.0,9402,261,0.616,"2,333",1,0,0,0,0,0,0,0,0,0,0
Adam Wylie,Actors,https://www.cameo.com/admwylie,Actor,"You know me as an actor from your childhood. Weather it’s Picket Fences, Gilmore Girls, Under Wraps, Broadway, Entourage, Street Dreams, Children of the Corn, or Even as a magician, my messages are 🤯",5.0,3,40.0,4.99,44.80,"#Actors, #Movies, #Musicians, #Voice Actors",Adam Wylie,Actor,40600.0,9402,267,0.616,"2,333",1,0,0,0,0,0,0,0,0,0,0
STICKY FINGAZ,Musicians,https://www.cameo.com/stickyfingazonyx,Rapper - Onyx,STICKY FINGAZ from ONYX,4.8,10,100.0,2.99,85.75,"#Hip Hop, #Musicians, #Rappers",Sticky Fingaz,Musician,16260.0,1742,721,0.615,"2,335",0,0,0,0,0,0,0,1,0,0,0
Golden Brooks,Actors,https://www.cameo.com/gogo1969,Actress - Girlfriends,"Artist and Actress from hit tv show ""Girlfriends"" Can't wait to connect with you all here :)",5.0,16,105.0,19.99,52.64,"#Actors, #Artists, #More",Golden Brooks,Actor,15500.0,4979,919,0.614,"2,336",1,0,0,0,0,0,0,0,0,0,0
Alex Kirk,Athletes,https://www.cameo.com/kingkirk53,Pro Basketball Player,Twitter=> @kingkirk53 🇺🇸🏀🇮🇹🇨🇳🇹🇷🇯🇵🏆🏆 unemployed,5.0,2,20.0,2.99,25.49,"#Athletes, #Basketball",Alex Kirk,Basketball,81478.0,1990,34,0.614,"2,337",0,0,1,0,0,0,0,0,0,0,0
Eric Lutes,Actors,https://www.cameo.com/ericlutes,Actor - Caroline in the City,"From playing two different fathers to the Olsen twins to having a long and fruitful run on Caroline in the City, my acting career has been a fun ride. I always joked the acting was my survival job till my painting career took off and though I still act, I am all about my art these days. Loving life!",5.0,2,20.0,2.99,73.92,#Actors,Eric Lutes,Actor,81478.0,13818,94,0.614,"2,337",1,0,0,0,0,0,0,0,0,0,0
Jeremy McLellan,Comedians,https://www.cameo.com/jeremymclellan,Comedian,"Comedian, Catholic, dad, alleged member of the Muslim Cousinhood, US ambassador to the Pindi Boyz",5.0,1,20.0,2.99,120.00,"#Actors, #Comedy, #More, #Podcast",Jeremy McLellan,Comedian,81478.0,536,36,0.614,"2,337",0,0,0,0,0,1,0,0,0,0,0
Andy Karl,Public Figures,https://www.cameo.com/andykarl101,Broadway - Legally Blonde,"Broadway star of Groundhog Day, Legally Blonde, 9 to 5, and Rocky the Musical, as well as appearing in Wicked. TV's Mike Dodds from Law & Order SVU",5.0,59,75.0,2.99,28.44,"#Actors, #Broadway, #Law & Order, #TV",Andy Karl,Public Figure,21742.0,4029,283,0.613,"2,340",0,0,0,0,0,0,0,0,0,1,0
Kelly Killoren Bensimon,Public Figures,https://www.cameo.com/kellybensimon,Bravo - Real Housewives of New York City,"You may know me from Bravotv RHONY, seasons 2-8. Or as a Supermodel from the cover of Playboy, in March 2010, my novels, and real estate in NY with Douglas Elliman ! Instagram: @kellybensimon",4.7,81,75.0,10.99,20.34,"#Bravo, #Real Housewives, #Reality TV",Kelly Killoren Bensimon,Public Figure,21742.0,4029,961,0.613,"2,340",0,0,0,0,0,0,0,0,0,1,0
Eric Edelstein,Actors,https://www.cameo.com/ericedelstein,Grizz - We Bare Bears,Hi I’m the voice of Grizz on We Bare Bears and I have a Grizz toy I can film so it’s like getting a real message from Grizz. Or I’m happy to do one as myself or any of the characters I have played in movies. If I ever mispronunce a name on a Cameo please let me know so I can re-record for free.,5.0,14,59.0,2.99,73.92,"#Actors, #TV, #Voice Actors",Eric Edelstein,Actor,27672.0,7420,287,0.613,"2,342",1,0,0,0,0,0,0,0,0,0,0
Deonna Purrazzo,Athletes,https://www.cameo.com/deonna,,,5.0,22,75.0,5.99,116.23,#Athletes,Deonna Purrazzo,Wrestler,21787.0,1,855,0.612,"2,343",0,0,1,0,0,0,0,0,0,0,0
Tevaun Smith,Athletes,https://www.cameo.com/smittie4,CFL - Edmonton Eskimos,I can do all things.. #Blessed #NeverGiveUp #Humble • --- 🇯🇲🇨🇦 --- • 🙏🏽🏈 University of Iowa Alumni 🦅,5.0,4,10.0,2.99,71.34,"#Athletes, #Football",Tevaun Smith,NFL,163466.0,5977,8,0.612,"2,344",0,0,1,0,0,0,0,0,0,0,0
Max Silvestri,Comedians,https://www.cameo.com/maxsilvestri,Comedian,,5.0,1,10.0,2.99,166.01,#Comedians,Max Silvestri,Comedian,163466.0,742,24,0.612,"2,344",0,0,0,0,0,1,0,0,0,0,0
Nathan Brimmer,Public Figures,https://www.cameo.com/nathanbrimmer,Actor- Producer- Screenwriter,"Creator of Broken Sidewalk, acting & stunt work Manhattan, A Million Ways to Die in the West, After The Fall, etc. Grammy-nominated producer. Custom songs, scenes, & general fun to feel great or awful",5.0,3,10.0,0.0,50.71,"#Actors, #Directors and Producers, #More, #Movies, #Writers",Nathan Brimmer,Public Figure,163466.0,28433,0,0.612,"2,344",0,0,0,0,0,0,0,0,0,1,0
Alaina Huffman,Actors,https://www.cameo.com/alainahuffman,Actress - Smallville,"Mom, lover, friend, Actor #supernatural #smallville #stargateuniverse",5.0,5,50.0,2.99,166.00,"#Actors, #Comic-Con, #Personalities, #DC",Alaina Huffman,Actor,32765.0,8277,260,0.61,"2,347",1,0,0,0,0,0,0,0,0,0,0
Hoku,Public Figures,https://www.cameo.com/hoku,Singer,"I'm Hoku and I'm here to wish you a ""Perfect Day!""",5.0,42,35.0,2.99,46.20,"#Musicians, #Singer/Songwriter",Hoku,Public Figure,46830.0,9203,216,0.61,"2,348",0,0,0,0,0,0,0,0,0,1,0
Rich Gannon,Athletes,https://www.cameo.com/richgannon,NFL Legend - Oakland Raiders,17 year NFL QB and League MVP Current NFL Analyst on CBS Sports Raiders | Chiefs | Vikings | Washington,4.94,18,100.0,2.99,10.38,"#Athletes, #Commentators, #Featured, #Football, #Kansas City Chiefs, #Minnesota Vikings, #More, #Las Vegas Raiders",Rich Gannon,NFL,16407.0,483,371,0.609,"2,349",0,0,1,0,0,0,0,0,0,0,0
Doug Cockle,Actors,https://www.cameo.com/dougcockle,Actor - Witcher Video Game,"Voice of Geralt of Rivia in The Witcher video games (Dammit Roach!), Lots more games, Band of Brothers, Reign of Fire. Birthdays/anniversary/celebrations YES!",5.0,187,40.0,2.99,81.33,"#Actors, #Comic-Con, #Personalities",Doug Cockle,Actor,41075.0,4,204,0.609,"2,350",1,0,0,0,0,0,0,0,0,0,0
Jeff Pilson,Musicians,https://www.cameo.com/pilson,Musician - Foreigner,,4.89,36,50.0,5.99,9.75,"#Actors, #Bassists, #Metal, #Musicians, #Rock Music, #Video Game Actors, #Voice Actors",Jeff Pilson,Musician,32870.0,3768,242,0.608,"2,351",0,0,0,0,0,0,0,1,0,0,0
James Magnussen,Athletes,https://www.cameo.com/james.magnussen,Australian Swimmer,"Syd, Aus Facebook: James Magnussen Official Twitter: james_maggie91",5.0,4,25.0,2.99,71.18,"#Athletes, #Olympics, #Reality TV, #SAS Australia, #Swimmers",James Magnussen,Swimmer,65743.0,86,48,0.608,"2,352",0,0,1,0,0,0,0,0,0,0,0
Terrance Mitchell,Athletes,https://www.cameo.com/moneymaknmitch,NFL - Cleveland Browns,Follow my journey on ig @tmitchell916,5.0,6,25.0,2.99,66.37,"#Athletes, #Cleveland Browns, #Football",Terrance Mitchell,NFL,65743.0,2306,40,0.608,"2,352",0,0,1,0,0,0,0,0,0,0,0
Derrick Worsley,Public Figures,https://www.cameo.com/lifeofdworsley,Actor,"Believe, & Keep Faith 🙏Dreams Do Come True! My @wwydabc episodes 3M Views On @youtube. Professor @vcu @saintleouniv #Tarboro✌🏾🖐🏾 ✌🏾PR #360WiseMedia",5.0,1,25.0,2.99,0.00,#Actors,Derrick Worsley,Public Figure,65743.0,12861,3,0.608,"2,352",0,0,0,0,0,0,0,0,0,1,0
Aarti Sequeira,Chefs,https://www.cameo.com/aartisequeira,,"Food Network personality, cookbook author and lover of dinner tables.",5.0,10,45.0,2.99,101.17,"#Actors, #Food, #More, #TV",Aarti Sequeira,Chef,36542.0,1,517,0.608,"2,355",0,0,0,0,1,0,0,0,0,0,0
Dee Snider,Musicians,https://www.cameo.com/deesnider,Singer - Twisted Sister,"Official Cameo Profile of Dee Snider. *""ALL TIPS GO TO CHARITY!""",4.98,208,200.0,2.99,42.44,"#Featured, #Lead Singers, #Metal, #Musicians, #Rock Music, #Singer/Songwriter",Dee Snider,Musician,8226.0,831,1096,0.608,"2,356",0,0,0,0,0,0,0,1,0,0,0
Rhys Ward,Public Figures,https://www.cameo.com/rhysward,Actor - The Returned,,5.0,1,20.0,2.99,0.02,#Actors,Rhys Ward,Public Figure,82292.0,15818,51,0.608,"2,357",0,0,0,0,0,0,0,0,0,1,0
Seabelo Senatla,Athletes,https://www.cameo.com/seabelo_senatla,Rugby - South Africa,,5.0,1,20.0,2.99,97.05,"#Athletes, #Olympics",Seabelo Senatla,Rugby,82292.0,503,16,0.608,"2,357",0,0,1,0,0,0,0,0,0,0,0
Ellie Darcey-Alden,Public Figures,https://www.cameo.com/elliedalden,Actress - Dancer,Harry Potter character,5.0,17,20.0,2.99,165.68,"#Actors, #Dancers, #Harry Potter, #More, #Movies",Ellie Darcey-Alden,Public Figure,82292.0,15818,101,0.608,"2,357",0,0,0,0,0,0,0,0,0,1,0
Nick Solares,Public Figures,https://www.cameo.com/nicksolares,,"Professional carnivore. Food writer, photographer, host of MEAT LIFE.",5.0,3,15.0,1.99,93.63,"#Chefs, #Personalities, #Food, #More, #Youtube",Nick Solares,Public Figure,109734.0,20341,40,0.608,"2,360",0,0,0,0,0,0,0,0,0,1,0
